2026-01-28T09:31:55.724377390Z I0128 09:31:55.712187       1 cmd.go:253] Using service-serving-cert provided certificates
2026-01-28T09:32:00.456050309Z I0128 09:32:00.453982       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'FeatureGatesInitialized' FeatureGates updated to featuregates.Features{Enabled:[]v1.FeatureGateName{"AdditionalRoutingCapabilities", "AdminNetworkPolicy", "AlibabaPlatform", "AzureWorkloadIdentity", "BuildCSIVolumes", "CPMSMachineNamePrefix", "ConsolePluginContentSecurityPolicy", "ExternalOIDC", "ExternalOIDCWithUIDAndExtraClaimMappings", "GatewayAPI", "GatewayAPIController", "HighlyAvailableArbiter", "ImageVolume", "IngressControllerLBSubnetsAWS", "KMSv1", "MachineConfigNodes", "ManagedBootImages", "ManagedBootImagesAWS", "MetricsCollectionProfiles", "NetworkDiagnosticsConfig", "NetworkLiveMigration", "NetworkSegmentation", "NewOLM", "PinnedImages", "PreconfiguredUDNAddresses", "ProcMountType", "RouteAdvertisements", "RouteExternalCertificate", "ServiceAccountTokenNodeBinding", "SetEIPForNLBIngressController", "SigstoreImageVerification", "StoragePerformantSecurityPolicy", "UpgradeStatus", "UserNamespacesPodSecurityStandards", "UserNamespacesSupport", "VSphereMultiDisk", "VSphereMultiNetworks"}, Disabled:[]v1.FeatureGateName{"AWSClusterHostedDNS", "AWSClusterHostedDNSInstall", "AWSDedicatedHosts", "AWSServiceLBNetworkSecurityGroup", "AutomatedEtcdBackup", "AzureClusterHostedDNSInstall", "AzureDedicatedHosts", "AzureMultiDisk", "BootImageSkewEnforcement", "BootcNodeManagement", "ClusterAPIInstall", "ClusterAPIInstallIBMCloud", "ClusterMonitoringConfig", "ClusterVersionOperatorConfiguration", "DNSNameResolver", "DualReplica", "DyanmicServiceEndpointIBMCloud", "DynamicResourceAllocation", "EtcdBackendQuota", "EventedPLEG", "Example", "Example2", "ExternalSnapshotMetadata", "GCPClusterHostedDNS", "GCPClusterHostedDNSInstall", "GCPCustomAPIEndpoints", "GCPCustomAPIEndpointsInstall", "ImageModeStatusReporting", "ImageStreamImportMode", "IngressControllerDynamicConfigurationManager", "InsightsConfig", "InsightsConfigAPI", "InsightsOnDemandDataGather", "IrreconcilableMachineConfig", "KMSEncryptionProvider", "MachineAPIMigration", "MachineAPIOperatorDisableMachineHealthCheckController", "ManagedBootImagesAzure", "ManagedBootImagesvSphere", "MaxUnavailableStatefulSet", "MinimumKubeletVersion", "MixedCPUsAllocation", "MultiArchInstallAzure", "MultiDiskSetup", "MutatingAdmissionPolicy", "NewOLMCatalogdAPIV1Metas", "NewOLMOwnSingleNamespace", "NewOLMPreflightPermissionChecks", "NewOLMWebhookProviderOpenshiftServiceCA", "NoRegistryClusterOperations", "NodeSwap", "NutanixMultiSubnets", "OVNObservability", "OpenShiftPodSecurityAdmission", "SELinuxMount", "ShortCertRotation", "SignatureStores", "SigstoreImageVerificationPKI", "TranslateStreamCloseWebsocketRequests", "VSphereConfigurableMaxAllowedBlockVolumesPerNode", "VSphereHostVMGroupZonal", "VSphereMixedNodeEnv", "VolumeAttributesClass", "VolumeGroupSnapshot"}}
2026-01-28T09:32:00.520569272Z I0128 09:32:00.516431       1 starter.go:545] waiting for cluster version informer sync...
2026-01-28T09:32:00.524677465Z I0128 09:32:00.524657       1 starter.go:568] Detected available machine API, starting vertical scaling related controllers and informers...
2026-01-28T09:32:00.526374919Z I0128 09:32:00.526355       1 base_controller.go:76] Waiting for caches to sync for ClusterMemberRemovalController
2026-01-28T09:32:00.526441893Z I0128 09:32:00.526429       1 base_controller.go:76] Waiting for caches to sync for MachineDeletionHooksController
2026-01-28T09:32:00.530532415Z I0128 09:32:00.530512       1 base_controller.go:76] Waiting for caches to sync for MissingStaticPodController
2026-01-28T09:32:00.533286471Z I0128 09:32:00.533203       1 base_controller.go:76] Waiting for caches to sync for FSyncController
2026-01-28T09:32:00.533337274Z I0128 09:32:00.533326       1 base_controller.go:82] Caches are synced for FSyncController 
2026-01-28T09:32:00.533363475Z I0128 09:32:00.533354       1 base_controller.go:119] Starting #1 worker of FSyncController controller ...
2026-01-28T09:32:00.533575175Z I0128 09:32:00.533560       1 base_controller.go:76] Waiting for caches to sync for EtcdStaticResources-StaticResources
2026-01-28T09:32:00.533619548Z I0128 09:32:00.533609       1 base_controller.go:76] Waiting for caches to sync for TargetConfigController
2026-01-28T09:32:00.533660700Z I0128 09:32:00.533650       1 base_controller.go:76] Waiting for caches to sync for EtcdCertSignerController
2026-01-28T09:32:00.533716413Z I0128 09:32:00.533706       1 base_controller.go:76] Waiting for caches to sync for EtcdCertCleanerController
2026-01-28T09:32:00.533741434Z I0128 09:32:00.533732       1 base_controller.go:82] Caches are synced for EtcdCertCleanerController 
2026-01-28T09:32:00.533782056Z I0128 09:32:00.533765       1 base_controller.go:119] Starting #1 worker of EtcdCertCleanerController controller ...
2026-01-28T09:32:00.533823978Z I0128 09:32:00.533814       1 base_controller.go:76] Waiting for caches to sync for EtcdEndpointsController
2026-01-28T09:32:00.533856499Z I0128 09:32:00.533847       1 base_controller.go:76] Waiting for caches to sync for etcd
2026-01-28T09:32:00.534126223Z I0128 09:32:00.534109       1 base_controller.go:76] Waiting for caches to sync for StatusSyncer_etcd
2026-01-28T09:32:00.534209897Z I0128 09:32:00.534194       1 base_controller.go:76] Waiting for caches to sync for ConfigObserver
2026-01-28T09:32:00.534259289Z I0128 09:32:00.534247       1 base_controller.go:76] Waiting for caches to sync for ClusterMemberController
2026-01-28T09:32:00.534313432Z I0128 09:32:00.534301       1 base_controller.go:76] Waiting for caches to sync for EtcdMembersController
2026-01-28T09:32:00.534342584Z I0128 09:32:00.534332       1 base_controller.go:82] Caches are synced for EtcdMembersController 
2026-01-28T09:32:00.534372065Z I0128 09:32:00.534361       1 base_controller.go:119] Starting #1 worker of EtcdMembersController controller ...
2026-01-28T09:32:00.534493781Z I0128 09:32:00.534479       1 base_controller.go:76] Waiting for caches to sync for BootstrapTeardownController
2026-01-28T09:32:00.534554634Z I0128 09:32:00.534541       1 base_controller.go:76] Waiting for caches to sync for etcd-UnsupportedConfigOverrides
2026-01-28T09:32:00.534606997Z I0128 09:32:00.534594       1 base_controller.go:76] Waiting for caches to sync for ScriptController
2026-01-28T09:32:00.534659279Z I0128 09:32:00.534646       1 base_controller.go:76] Waiting for caches to sync for DefragController
2026-01-28T09:32:00.534699411Z I0128 09:32:00.534688       1 envvarcontroller.go:236] Starting EnvVarController
2026-01-28T09:32:00.534740793Z I0128 09:32:00.534728       1 base_controller.go:76] Waiting for caches to sync for RevisionController
2026-01-28T09:32:00.535300951Z I0128 09:32:00.535273       1 base_controller.go:76] Waiting for caches to sync for Installer
2026-01-28T09:32:00.535391285Z I0128 09:32:00.535368       1 base_controller.go:76] Waiting for caches to sync for etcd-InstallerState
2026-01-28T09:32:00.535450278Z I0128 09:32:00.535436       1 base_controller.go:76] Waiting for caches to sync for etcd-StaticPodState
2026-01-28T09:32:00.535576514Z I0128 09:32:00.535564       1 base_controller.go:76] Waiting for caches to sync for PruneController
2026-01-28T09:32:00.535621287Z I0128 09:32:00.535610       1 base_controller.go:76] Waiting for caches to sync for etcd-Node
2026-01-28T09:32:00.535755413Z I0128 09:32:00.535741       1 base_controller.go:76] Waiting for caches to sync for BackingResourceController-StaticResources
2026-01-28T09:32:00.535793425Z I0128 09:32:00.535783       1 base_controller.go:76] Waiting for caches to sync for etcd-operator-UnsupportedConfigOverrides
2026-01-28T09:32:00.535826877Z I0128 09:32:00.535816       1 base_controller.go:76] Waiting for caches to sync for LoggingSyncer
2026-01-28T09:32:00.535874399Z I0128 09:32:00.535857       1 base_controller.go:76] Waiting for caches to sync for GuardController
2026-01-28T09:32:00.584744287Z E0128 09:32:00.584705       1 base_controller.go:279] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: read udp 10.130.0.24:55866->172.30.0.10:53: read: connection refused"
2026-01-28T09:32:00.587493383Z E0128 09:32:00.587474       1 base_controller.go:279] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.596282838Z E0128 09:32:00.596263       1 base_controller.go:279] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.609232909Z E0128 09:32:00.609186       1 base_controller.go:279] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: read udp 10.130.0.24:46399->172.30.0.10:53: read: connection refused"
2026-01-28T09:32:00.609608538Z E0128 09:32:00.609594       1 base_controller.go:279] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.629739764Z I0128 09:32:00.629541       1 base_controller.go:82] Caches are synced for MachineDeletionHooksController 
2026-01-28T09:32:00.629827648Z I0128 09:32:00.629814       1 base_controller.go:119] Starting #1 worker of MachineDeletionHooksController controller ...
2026-01-28T09:32:00.640727927Z E0128 09:32:00.640694       1 base_controller.go:279] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.641126457Z I0128 09:32:00.641110       1 base_controller.go:82] Caches are synced for StatusSyncer_etcd 
2026-01-28T09:32:00.641164779Z I0128 09:32:00.641153       1 base_controller.go:119] Starting #1 worker of StatusSyncer_etcd controller ...
2026-01-28T09:32:00.641220972Z I0128 09:32:00.641209       1 base_controller.go:82] Caches are synced for BootstrapTeardownController 
2026-01-28T09:32:00.682850612Z I0128 09:32:00.647519       1 base_controller.go:119] Starting #1 worker of BootstrapTeardownController controller ...
2026-01-28T09:32:00.682850612Z I0128 09:32:00.647583       1 base_controller.go:82] Caches are synced for etcd-UnsupportedConfigOverrides 
2026-01-28T09:32:00.682850612Z I0128 09:32:00.647591       1 base_controller.go:119] Starting #1 worker of etcd-UnsupportedConfigOverrides controller ...
2026-01-28T09:32:00.695085397Z I0128 09:32:00.694838       1 base_controller.go:82] Caches are synced for ScriptController 
2026-01-28T09:32:00.695164301Z I0128 09:32:00.695150       1 base_controller.go:119] Starting #1 worker of ScriptController controller ...
2026-01-28T09:32:00.695214253Z I0128 09:32:00.695203       1 base_controller.go:82] Caches are synced for DefragController 
2026-01-28T09:32:00.695239605Z I0128 09:32:00.695230       1 base_controller.go:119] Starting #1 worker of DefragController controller ...
2026-01-28T09:32:00.695301088Z I0128 09:32:00.695291       1 base_controller.go:82] Caches are synced for etcd-Node 
2026-01-28T09:32:00.695326159Z I0128 09:32:00.695317       1 base_controller.go:119] Starting #1 worker of etcd-Node controller ...
2026-01-28T09:32:00.697406042Z E0128 09:32:00.697383       1 base_controller.go:279] "Unhandled Error" err="DefragController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.697461315Z I0128 09:32:00.697449       1 base_controller.go:82] Caches are synced for etcd-operator-UnsupportedConfigOverrides 
2026-01-28T09:32:00.697489616Z I0128 09:32:00.697478       1 base_controller.go:119] Starting #1 worker of etcd-operator-UnsupportedConfigOverrides controller ...
2026-01-28T09:32:00.697974300Z I0128 09:32:00.697958       1 base_controller.go:82] Caches are synced for LoggingSyncer 
2026-01-28T09:32:00.698003831Z I0128 09:32:00.697994       1 base_controller.go:119] Starting #1 worker of LoggingSyncer controller ...
2026-01-28T09:32:00.703718684Z I0128 09:32:00.703697       1 status_controller.go:230] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2026-01-28T09:30:34Z","message":"EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2026-01-28T09:31:09Z","message":"NodeInstallerProgressing: 3 nodes are at revision 0; 0 nodes have achieved new revision 1","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2026-01-28T09:30:36Z","message":"StaticPodsAvailable: 0 nodes are active; 3 nodes are at revision 0; 0 nodes have achieved new revision 1","reason":"StaticPods_ZeroNodesActive","status":"False","type":"Available"},{"lastTransitionTime":"2026-01-28T09:30:35Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2026-01-28T09:30:34Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2026-01-28T09:32:00.707196286Z E0128 09:32:00.707174       1 base_controller.go:279] "Unhandled Error" err="BootstrapTeardownController reconciliation failed: error while canRemoveEtcdBootstrap: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.707824297Z E0128 09:32:00.707808       1 base_controller.go:279] "Unhandled Error" err="EtcdMembersController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.709244568Z E0128 09:32:00.709226       1 base_controller.go:279] "Unhandled Error" err="BootstrapTeardownController reconciliation failed: error while canRemoveEtcdBootstrap: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.709660688Z E0128 09:32:00.709644       1 base_controller.go:279] "Unhandled Error" err="DefragController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.712124100Z E0128 09:32:00.712104       1 base_controller.go:279] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: read udp 10.130.0.24:55891->172.30.0.10:53: read: connection refused"
2026-01-28T09:32:00.713381132Z E0128 09:32:00.713363       1 base_controller.go:279] "Unhandled Error" err="ScriptController reconciliation failed: \"configmap/etcd-pod\": missing env var values"
2026-01-28T09:32:00.722541896Z I0128 09:32:00.722409       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "NodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found" to "EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found"
2026-01-28T09:32:00.722846231Z E0128 09:32:00.722812       1 base_controller.go:279] "Unhandled Error" err="DefragController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.724150295Z E0128 09:32:00.724130       1 base_controller.go:279] "Unhandled Error" err="BootstrapTeardownController reconciliation failed: error while canRemoveEtcdBootstrap: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.726150924Z E0128 09:32:00.726121       1 base_controller.go:279] "Unhandled Error" err="ScriptController reconciliation failed: \"configmap/etcd-pod\": missing env var values"
2026-01-28T09:32:00.727122892Z I0128 09:32:00.726883       1 status_controller.go:230] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2026-01-28T09:30:34Z","message":"EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2026-01-28T09:31:09Z","message":"NodeInstallerProgressing: 3 nodes are at revision 0; 0 nodes have achieved new revision 1","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2026-01-28T09:30:36Z","message":"StaticPodsAvailable: 0 nodes are active; 3 nodes are at revision 0; 0 nodes have achieved new revision 1","reason":"StaticPods_ZeroNodesActive","status":"False","type":"Available"},{"lastTransitionTime":"2026-01-28T09:30:35Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2026-01-28T09:30:34Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2026-01-28T09:32:00.727185205Z E0128 09:32:00.727159       1 base_controller.go:279] "Unhandled Error" err="BootstrapTeardownController reconciliation failed: error while canRemoveEtcdBootstrap: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.727239758Z E0128 09:32:00.727047       1 base_controller.go:279] "Unhandled Error" err="DefragController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.733666286Z E0128 09:32:00.733644       1 base_controller.go:279] "Unhandled Error" err="ScriptController reconciliation failed: \"configmap/etcd-pod\": missing env var values"
2026-01-28T09:32:00.757678114Z E0128 09:32:00.753102       1 base_controller.go:279] "Unhandled Error" err="BootstrapTeardownController reconciliation failed: error while canRemoveEtcdBootstrap: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.757678114Z E0128 09:32:00.753606       1 base_controller.go:279] "Unhandled Error" err="ScriptController reconciliation failed: \"configmap/etcd-pod\": missing env var values"
2026-01-28T09:32:00.757678114Z E0128 09:32:00.753839       1 base_controller.go:279] "Unhandled Error" err="DefragController reconciliation failed: getting cache client could not retrieve endpoints: configmaps lister not synced"
2026-01-28T09:32:00.757678114Z I0128 09:32:00.756732       1 warnings.go:110] "Warning: v1 Endpoints is deprecated in v1.33+; use discovery.k8s.io/v1 EndpointSlice"
2026-01-28T09:32:00.757678114Z I0128 09:32:00.756980       1 reflector.go:430] "Caches populated" type="*v1.Endpoints" reflector="k8s.io/client-go@v0.33.2/tools/cache/reflector.go:285"
2026-01-28T09:32:00.757746367Z I0128 09:32:00.757715       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found" to "EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nScriptControllerDegraded: \"configmap/etcd-pod\": missing env var values\nNodeControllerDegraded: All master nodes are ready\nEtcdEndpointsDegraded: no etcd members are present\nEtcdMembersDegraded: No unhealthy members found"
2026-01-28T09:32:00.758124206Z I0128 09:32:00.758091       1 warnings.go:110] "Warning: v1 Endpoints is deprecated in v1.33+; use discovery.k8s.io/v1 EndpointSlice"
