2026-01-28T09:32:40.546841693Z I0128 09:32:40.546700       1 start.go:21] ClusterVersionOperator v1.0.0-1471-gbe040334-dirty
2026-01-28T09:39:57.278137911Z I0128 09:39:57.278088       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_infrastructures-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "infrastructures.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.295096269Z I0128 09:39:57.295018       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_infrastructures-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "infrastructures.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.303316890Z I0128 09:39:57.303277       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_infrastructures-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "infrastructures.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.308973633Z I0128 09:39:57.308935       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_nodes-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "nodes.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.310090279Z I0128 09:39:57.310067       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_nodes-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "nodes.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.310646287Z I0128 09:39:57.310619       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_nodes-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "nodes.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.314109110Z I0128 09:39:57.314073       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_schedulers-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "schedulers.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.315071018Z I0128 09:39:57.315017       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_schedulers-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "schedulers.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.315799375Z I0128 09:39:57.315759       1 payload.go:219] excluding Filename: "0000_10_config-operator_01_schedulers-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "schedulers.config.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.320229486Z I0128 09:39:57.320197       1 payload.go:219] excluding Filename: "0000_10_control-plane-machine-set_01_controlplanemachinesets-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "controlplanemachinesets.machine.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.327361783Z I0128 09:39:57.327317       1 payload.go:219] excluding Filename: "0000_10_control-plane-machine-set_01_controlplanemachinesets-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "controlplanemachinesets.machine.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.330475959Z I0128 09:39:57.330452       1 payload.go:219] excluding Filename: "0000_10_control-plane-machine-set_01_controlplanemachinesets-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "controlplanemachinesets.machine.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.331006625Z I0128 09:39:57.330988       1 payload.go:219] excluding Filename: "0000_10_etcd_01_etcdbackups-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcdbackups.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.331589374Z I0128 09:39:57.331571       1 payload.go:219] excluding Filename: "0000_10_etcd_01_etcdbackups-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcdbackups.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.332195255Z I0128 09:39:57.332171       1 payload.go:219] excluding Filename: "0000_10_etcd_01_etcdbackups-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcdbackups.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.333793775Z I0128 09:39:57.333771       1 payload.go:219] excluding Filename: "0000_10_openshift_service-ca_00_namespace.yaml" Group: "" Kind: "Namespace" Name: "openshift-service-ca": include.release.openshift.io/self-managed-high-availability unset
2026-01-28T09:39:57.335598705Z I0128 09:39:57.335574       1 payload.go:219] excluding Filename: "0000_12_etcd_01_etcds-CustomNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcds.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade
2026-01-28T09:39:57.338244967Z I0128 09:39:57.338224       1 payload.go:219] excluding Filename: "0000_12_etcd_01_etcds-DevPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcds.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=DevPreviewNoUpgrade
2026-01-28T09:39:57.339704320Z I0128 09:39:57.339666       1 payload.go:219] excluding Filename: "0000_12_etcd_01_etcds-TechPreviewNoUpgrade.crd.yaml" Group: "apiextensions.k8s.io" Kind: "CustomResourceDefinition" Name: "etcds.operator.openshift.io": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.364362554Z I0128 09:39:57.364318       1 payload.go:219] excluding Filename: "0000_30_cluster-api-provider-openstack_00_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-openstack": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.395516922Z I0128 09:39:57.395472       1 payload.go:219] excluding Filename: "0000_30_cluster-api-provider-openstack_04_infrastructure-components.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "openstack": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.395736983Z I0128 09:39:57.395711       1 payload.go:219] excluding Filename: "0000_30_cluster-api_00_namespace.yaml" Group: "" Kind: "Namespace" Name: "openshift-cluster-api": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396703471Z I0128 09:39:57.396684       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-aws": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396732023Z I0128 09:39:57.396703       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-azure": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396732023Z I0128 09:39:57.396715       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-gcp": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396732023Z I0128 09:39:57.396726       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-powervs": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396756444Z I0128 09:39:57.396736       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-vsphere": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.396756444Z I0128 09:39:57.396746       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_credentials-request.yaml" Group: "cloudcredential.openshift.io" Kind: "CredentialsRequest" Namespace: "openshift-cloud-credential-operator" Name: "openshift-cluster-api-baremetal": "Default" is required, and release.openshift.io/feature-set=TechPreviewNoUpgrade
2026-01-28T09:39:57.396984645Z I0128 09:39:57.396959       1 payload.go:219] excluding Filename: "0000_30_cluster-api_01_images.configmap.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "cluster-capi-operator-images": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.397209307Z I0128 09:39:57.397185       1 payload.go:219] excluding Filename: "0000_30_cluster-api_02_service_account.yaml" Group: "" Kind: "ServiceAccount" Namespace: "openshift-cluster-api" Name: "cluster-capi-operator": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.397209307Z I0128 09:39:57.397202       1 payload.go:219] excluding Filename: "0000_30_cluster-api_02_service_account.yaml" Group: "" Kind: "Secret" Namespace: "openshift-cluster-api" Name: "cluster-capi-operator-secret": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.397392446Z I0128 09:39:57.397367       1 payload.go:219] excluding Filename: "0000_30_cluster-api_02_webhook-service.yaml" Group: "" Kind: "Service" Namespace: "openshift-cluster-api" Name: "cluster-capi-operator-webhook-service": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.397598356Z I0128 09:39:57.397574       1 payload.go:219] excluding Filename: "0000_30_cluster-api_03_rbac_roles.yaml" Group: "rbac.authorization.k8s.io" Kind: "ClusterRole" Name: "cluster-capi-operator": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.397598356Z I0128 09:39:57.397591       1 payload.go:219] excluding Filename: "0000_30_cluster-api_03_rbac_roles.yaml" Group: "rbac.authorization.k8s.io" Kind: "Role" Namespace: "openshift-cluster-api" Name: "cluster-capi-operator": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.398756024Z I0128 09:39:57.398730       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.core-cluster-api.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "cluster-api": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.402423508Z I0128 09:39:57.402395       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.infrastructure-aws.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "aws": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.439065370Z I0128 09:39:57.438948       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.infrastructure-azure.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "azure": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.451425029Z I0128 09:39:57.451377       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.infrastructure-gcp.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "gcp": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.475493533Z I0128 09:39:57.475439       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.infrastructure-ibmcloud.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "ibmcloud": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
2026-01-28T09:39:57.486262722Z I0128 09:39:57.486209       1 payload.go:219] excluding Filename: "0000_30_cluster-api_04_cm.infrastructure-metal3.yaml" Group: "" Kind: "ConfigMap" Namespace: "openshift-cluster-api" Name: "metal3": "Default" is required, and release.openshift.io/feature-set=CustomNoUpgrade,TechPreviewNoUpgrade
